id,lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity,price,reservoir_id,research_type_id,data
358,2600,,17.6926,4.67978,,0,1,57.8018,240,5,2011-12-25
359,1600,1.45569,13.5344,,8.76069,0,1,88.1566,461,3,2020-08-03
360,,4.74383,9.21054,,,0,1,40.0557,633,2,2019-01-12
361,2900,3.09763,22.7463,8.55066,,0,1,55.2906,423,4,2018-01-26
362,5900,2.7361,23.2535,,,0,1,69.6175,607,3,2018-02-02
363,4400,1.41965,29.4888,,7.78694,0,1,31.5094,1231,4,2012-10-20
364,1700,3.79751,9.32491,,,0,1,28.4854,1007,1,2012-01-02
365,3100,5.73073,,3.7456,,0,1,48.2329,237,1,2013-10-17
366,5500,2.86072,24.1374,,7.57775,0,1,12.0014,286,4,2010-01-27
367,2700,1.96937,2.82683,,8.81155,0,1,30.2656,1263,4,2013-11-08
368,3500,4.33512,22.7342,,,0,1,91.1978,233,1,2014-09-02
369,4000,2.08944,23.7043,,8.04702,0,1,41.9026,1256,4,2015-07-15
370,5700,5.97834,28.0993,,6.25089,0,1,23.1824,751,2,2016-08-08
371,2800,4.96885,8.23117,,,0,1,97.4128,1278,2,2016-01-23
372,4200,,21.7395,,,0,1,76.0489,997,4,2015-01-04
373,,5.65413,3.8677,9.96453,,0,1,51.1841,85,2,2013-09-25
374,4100,,14.2962,9.39899,8.17251,0,1,67.6797,116,4,2011-07-29
375,1200,1.7371,25.7802,5.57819,6.93272,0,1,91.1445,218,1,2012-11-19
376,3000,4.48137,19.1706,,,0,1,22.498,1101,4,2013-01-13
377,4300,3.24523,11.5409,,7.59197,0,1,55.3654,987,3,2018-10-18
378,4000,3.49757,,,,0,1,93.2999,935,1,2013-09-27
379,2000,1.90846,8.77733,,7.81932,0,1,16.8872,207,3,2018-07-08
380,1600,1.49445,22.1007,,6.53949,0,1,16.0831,1003,1,2020-07-23
381,1100,,3.0448,,,0,1,60.3992,737,4,2019-08-04
382,1500,4.21562,28.6426,3.69333,8.516,0,1,36.5889,270,4,2014-12-18
383,3100,2.64429,24.6167,5.17978,8.40098,0,1,73.8612,1274,3,2018-12-15
384,1400,2.15157,6.07617,6.14861,,0,1,29.6252,478,1,2015-09-17
385,4500,1.42324,2.35824,,8.49302,0,1,43.932,588,4,2018-09-09
386,3400,4.08601,22.6652,8.58876,,0,1,11.7634,454,1,2017-08-02
387,2300,,8.56368,9.07579,,0,1,49.3716,1303,2,2019-04-08
388,5200,3.71511,8.42824,,,0,1,10.9915,915,5,2015-11-15
389,2400,,22.5352,,,0,1,98.973,92,3,2013-03-03
390,2500,3.40065,15.4431,,8.95312,0,1,23.8381,1111,1,2019-08-10
391,2500,3.67794,4.24253,,,0,1,55.5797,209,1,2019-12-24
392,3700,1.29426,11.2158,9.45499,,0,1,19.7132,691,2,2020-09-21
393,2400,2.16217,22.7489,6.71816,,0,1,50.341,531,3,2011-03-04
394,3400,1.54022,26.5491,,,0,1,80.3988,1186,4,2016-08-07
395,5100,4.30929,,4.51778,,0,1,61.6591,1227,3,2012-10-15
396,2400,3.78658,22.5145,6.533,6.69621,0,1,34.5928,973,5,2019-03-01
397,3000,2.08416,6.63883,,,0,1,76.5175,1018,4,2011-12-30
398,5600,2.20638,5.4177,,6.02,0,1,99.213,791,1,2012-02-15
399,4700,3.73269,5.57681,8.34714,7.48545,0,1,54.1674,1260,3,2014-08-11
400,3400,1.22792,14.7788,,6.84725,0,1,65.1562,951,3,2020-03-03
401,1200,,,,,0,1,74.0624,1306,4,2012-09-21
402,3400,3.69723,18.6545,,,0,1,34.6178,228,2,2019-08-12
403,5000,1.6063,1.56284,,8.10922,0,1,55.5579,1294,2,2015-04-16
404,4200,1.6721,,,7.33872,0,1,92.1394,211,2,2014-10-20
405,3500,3.34666,11.5473,,,0,1,57.5812,144,2,2012-02-02
406,4800,4.02507,9.0876,,,0,1,92.4283,275,1,2014-07-12
407,4400,,14.3842,4.0942,6.10713,0,1,40.9488,920,2,2019-04-28
408,3500,4.27104,18.1757,,8.88498,0,1,42.4812,891,1,2018-11-18
409,4300,1.68444,14.1252,6.80783,,0,1,82.6155,160,1,2015-08-12
410,2000,2.9434,12.0879,7.30097,,0,1,49.7008,663,2,2017-04-27
411,4600,5.31133,10.4397,8.91825,7.13435,0,1,29.3989,1005,4,2014-08-05
412,4500,5.67364,17.5543,,7.19023,0,1,95.5797,620,2,2018-06-14
413,1000,3.82604,4.83986,,7.57885,0,1,50.9146,33,1,2014-07-05
414,5200,5.03089,12.093,,8.22837,0,1,82.0735,1162,4,2010-01-12
415,3100,1.17268,25.7479,3.43823,,0,1,79.6565,897,3,2020-06-25
416,4500,2.17326,18.1795,5.82097,6.03378,0,1,28.7017,1321,4,2013-02-08
417,1900,1.48587,29.156,9.93515,8.23902,0,1,95.7563,518,5,2020-03-05
418,3900,3.82165,15.6478,8.27453,6.26058,0,1,11.8843,1378,3,2018-02-18
419,1000,3.78709,14.8918,5.54975,,0,1,84.5534,767,3,2014-05-11
420,5200,2.34741,14.5938,5.86332,,0,1,46.4695,784,1,2017-04-02
421,4100,4.8114,17.6701,,,0,1,62.6298,603,3,2011-11-07
422,5300,3.59225,21.8952,5.94654,6.71464,0,1,29.2741,1377,3,2019-01-10
423,3500,2.67438,7.82358,,,0,1,92.2247,141,4,2011-07-02
424,4000,4.65009,1.76123,4.19671,,0,1,28.0645,398,4,2016-12-20
425,4300,3.70454,16.7091,,,0,1,67.6027,1122,1,2017-08-31
426,1200,1.39686,10.2916,3.00517,,1,1,87.6996,1078,2,2016-05-18
427,,3.0528,8.29108,,6.85485,0,1,35.708,466,4,2013-11-02
428,3300,2.56646,20.4618,5.68458,,0,1,70.7853,224,3,2018-03-05
429,4400,,17.8835,4.53776,,0,1,16.0206,1293,2,2019-10-29
430,3800,5.8072,,,6.2436,0,1,66.5517,246,1,2014-10-06
431,2700,3.7949,15.4822,,6.4751,0,1,45.9806,1237,4,2011-01-16
432,1300,3.78015,25.1905,,8.23763,0,1,56.1524,1326,4,2016-09-02
433,5300,3.19176,11.3532,,,0,1,49.1325,778,3,2020-03-03
434,5100,,8.6574,3.56302,6.50777,0,1,51.7311,1200,2,2019-05-22
435,5700,3.88469,21.3625,,,0,1,42.0206,1416,4,2017-11-01
436,5400,4.44775,14.5938,,,0,1,35.7813,510,1,2021-01-08
437,2600,4.00442,26.7622,4.15532,6.92944,0,1,81.031,1177,1,2020-09-19
438,2000,4.25344,20.1228,,,0,1,81.7219,1195,2,2014-02-26
439,2500,5.548,21.5378,,6.6733,0,1,72.0439,1248,1,2013-08-16
440,4300,2.89126,,,8.53768,1,1,51.5037,1401,3,2014-02-28
441,1600,1.23636,21.4975,8.57532,,0,1,70.8147,534,3,2019-04-23
442,2800,4.14779,,8.89345,8.96219,0,1,16.8905,792,1,2010-05-22
443,4000,1.19054,20.555,,,0,0,28.376,755,3,2010-04-06
444,1400,4.37325,11.2326,7.38738,,1,1,59.2722,430,4,2016-11-21
445,1600,1.46714,17.9005,3.8772,6.81065,0,1,94.4392,95,4,2015-01-06
446,2000,4.47984,18.2331,3.68677,7.90576,0,1,60.0001,589,5,2011-07-13
447,2300,4.77468,11.5774,,,0,1,68.7986,1411,2,2016-03-20
448,4100,4.04147,28.1239,3.60592,,0,1,68.2675,538,3,2011-02-21
449,1300,5.5746,,8.63249,,0,1,10.7423,966,4,2017-02-27
450,2600,,20.8739,,,0,1,42.9574,1442,5,2020-09-22
451,3200,,18.6954,,,0,1,38.8365,455,3,2020-01-12
452,4900,4.64705,4.35011,,,0,1,74.6332,1146,4,2014-11-26
453,1100,1.12157,8.49466,,,0,1,24.6596,25,4,2018-10-23
454,5300,5.98891,23.0363,5.72998,8.49595,0,1,17.6978,374,3,2018-05-26
455,5300,1.05434,23.5929,6.25312,,0,1,12.5263,349,3,2018-04-27
456,1100,1.48764,11.9013,,,0,1,54.7883,1323,1,2014-09-28
457,5200,5.99949,8.62271,7.24413,8.59616,0,1,42.3931,1270,4,2018-02-10
458,4600,5.73675,22.045,,8.70805,0,1,37.4934,1128,4,2019-05-12
459,3100,3.39498,17.7476,,8.71607,0,1,34.5367,669,3,2018-03-06
460,4700,1.14043,13.6816,,7.5489,0,1,69.8816,1104,1,2016-10-01
461,1400,4.55354,7.9552,,,0,1,66.7203,809,3,2010-09-09
462,1200,5.04713,17.8933,,,0,1,70.1635,697,4,2011-02-23
463,3900,3.90177,14.8537,,,0,1,36.4605,722,2,2020-02-06
464,1000,1.27524,2.25574,,,0,1,26.0638,1388,2,2010-11-06
465,5100,1.29386,1.79652,,,0,1,13.7202,1369,4,2016-04-11
466,5900,2.45861,23.9224,7.14404,,0,1,73.2465,462,3,2018-12-18
467,2900,4.46384,1.29218,,,0,1,56.4472,843,1,2019-04-28
468,5900,3.88953,28.6429,,6.71409,0,1,99.1835,777,3,2016-02-29
469,1400,5.16325,16.8974,,,0,1,50.0529,840,3,2013-03-28
470,4500,3.11957,29.0866,,,0,1,53.8752,1181,2,2020-07-03
471,,,9.89692,,,0,1,47.6706,1165,1,2013-06-06
472,1800,2.78895,13.4773,,,0,1,24.0344,1061,1,2016-01-08
473,,5.37829,27.4992,,8.82296,0,1,39.8403,1154,1,2014-07-06
474,3800,2.02647,28.9857,7.09757,7.45374,0,1,43.0497,1386,1,2010-03-13
475,3000,2.91924,28.0567,,6.02836,0,1,75.6549,250,1,2018-12-27
476,1100,2.62526,8.61821,,6.65201,0,1,55.7394,811,4,2011-06-19
477,4000,4.59461,24.1503,,,0,1,10.8981,232,2,2018-10-07
478,4000,3.58529,24.3368,8.1855,7.85724,0,1,42.9525,712,3,2015-08-26
479,4500,5.6393,4.36127,,,0,1,33.6253,303,1,2011-12-16
480,3000,2.15687,,8.94148,,0,1,17.6026,953,5,2016-02-20
481,2400,1.43815,,7.70412,6.8714,0,1,28.901,118,3,2010-03-01
482,2100,3.12512,29.7696,7.08175,6.30813,0,1,67.4405,928,5,2012-09-12
483,1900,4.19454,4.66213,8.97649,,0,1,70.043,259,4,2011-01-07
484,2600,,26.2462,3.85468,,0,1,73.0632,1354,3,2020-02-21
485,3100,5.87541,3.6373,,,0,1,37.7152,1398,4,2015-10-11
486,5800,5.66307,25.8352,8.95733,,0,1,71.3473,832,2,2017-03-08
487,2700,1.82226,21.5962,3.79991,,0,1,41.4928,172,4,2018-11-27
488,4000,4.40575,,,,0,1,41.4347,404,3,2011-10-10
489,,2.44489,4.94097,,,0,1,49.2047,909,1,2011-01-26
490,2100,5.81829,12.9671,3.43593,8.65356,0,1,87.2323,827,3,2013-02-04
491,4300,3.74056,,,,0,1,93.3882,1361,1,2012-11-28
492,5100,,24.8472,,7.90196,0,1,53.5377,723,3,2011-05-12
493,4500,3.29251,21.8894,,,0,1,57.1852,1404,2,2017-01-07
494,5900,3.19227,14.2892,,,0,1,12.1623,965,2,2017-11-30
495,,4.14795,3.73047,7.06526,,0,1,84.7834,505,1,2013-06-21
496,3900,2.05277,,8.8588,6.4434,0,1,10.6512,838,1,2018-02-28
497,3800,3.86399,16.6124,8.61552,,0,1,80.4299,71,5,2011-05-02
498,2600,5.6999,4.61495,5.47107,,0,1,12.3122,1469,3,2020-06-15
499,3800,1.50087,1.91221,,7.62132,0,1,55.552,279,3,2010-08-12
500,4600,4.9895,19.807,7.41478,,0,1,31.1927,634,3,2017-02-03
501,1600,5.96112,3.2295,,,0,1,13.5529,747,3,2013-04-02
502,3100,3.85393,7.68411,,,0,1,69.615,881,4,2010-01-21
503,3800,4.73193,20.2417,,6.46817,0,1,28.2146,699,2,2018-12-11
504,2300,5.9094,19.7585,,,0,1,56.8671,1341,2,2017-09-12
505,1200,3.57761,17.3102,6.53567,,0,1,95.2868,436,1,2017-04-18
506,5900,5.31659,17.6083,9.63165,7.02252,0,1,24.8021,817,4,2014-01-04
507,2700,2.65511,19.5902,,,0,1,44.7929,80,4,2010-05-23
508,4500,2.25252,24.68,,8.13873,0,1,81.6099,571,4,2018-08-12
509,5100,1.19631,29.0374,9.49663,,0,1,42.043,124,2,2020-06-15
510,1000,3.62058,,,,0,1,56.787,1448,3,2016-11-09
511,4700,,11.977,5.17461,,0,1,53.8903,96,4,2017-01-07
512,2000,,6.21802,,,0,1,99.4406,1251,1,2012-06-17
513,3400,4.20233,6.85094,,7.6937,0,1,13.8681,1004,4,2017-05-28
514,2500,4.36365,9.50895,,,0,1,26.9341,716,1,2012-01-16
515,5300,2.45973,24.9796,3.46404,,0,1,50.9806,252,1,2016-08-02
516,3400,3.90235,15.9747,,,0,1,99.2798,1502,1,2019-01-13
517,1000,1.36019,17.7509,,7.33139,0,1,10.1205,438,1,2010-02-17
518,5600,4.57988,,,7.10468,0,1,63.3973,344,2,2020-12-31
519,3500,,14.2859,,8.68464,0,1,88.3486,125,5,2016-02-12
520,5000,2.95683,18.6837,7.051,,0,1,42.3729,320,4,2020-02-20
521,4200,4.01531,17.9779,,8.2724,0,1,41.7538,290,1,2010-01-22
522,3500,1.359,10.0195,8.51277,,0,1,25.0125,1191,3,2017-07-19
523,1400,5.17172,11.709,,7.92587,0,1,59.9788,869,2,2015-02-03
524,3700,4.2387,15.256,,6.25538,0,1,62.8206,13,2,2010-02-22
525,1700,5.45298,19.0185,,,0,1,60.487,964,4,2017-08-05
526,4200,2.88812,10.6595,,,0,1,94.133,635,2,2012-01-27
527,4600,1.01372,26.8555,8.29968,,0,1,66.8492,428,5,2020-01-16
528,5300,4.64556,11.9552,,8.44535,0,1,37.6781,638,2,2017-08-22
529,2500,1.14897,6.44502,,,0,1,58.2663,949,4,2017-10-07
530,,2.87074,7.75354,,8.76677,0,1,75.0037,413,2,2010-10-29
531,4900,5.9273,3.60821,8.14284,,0,1,75.3094,741,1,2010-02-18
532,,4.641,26.3561,5.62433,,0,1,98.5858,392,1,2019-05-09
533,3700,4.32552,23.2845,,8.3467,0,1,87.4005,1006,2,2015-01-15
534,3700,4.16248,9.8624,,7.94777,0,1,12.4326,670,2,2015-11-27
535,5300,3.21934,26.587,,6.88505,0,1,14.0497,206,1,2012-11-19
536,5300,2.12439,10.1787,,,0,1,59.286,1365,2,2010-02-09
537,,,,,,0,1,49.2259,230,1,2014-10-18
538,4000,5.60511,25.8272,9.14563,,0,1,23.1759,1452,2,2014-05-12
539,5300,,1.9341,7.46994,,1,1,77.7764,1300,1,2012-11-05
540,2100,3.62417,4.90863,,7.29857,0,1,22.913,1311,2,2011-10-07
541,2400,2.78537,5.5783,,,0,1,36.5545,1390,2,2016-10-17
542,2700,3.42493,,,,0,1,59.8829,1473,2,2010-04-17
543,5000,,17.0511,3.40744,,0,1,99.3917,281,2,2012-05-11
544,5500,1.52875,13.1613,6.20191,8.43296,0,1,92.4177,1102,1,2015-04-03
545,3000,5.54751,15.072,8.66848,,0,1,43.342,732,1,2017-02-13
546,3100,4.87796,2.56623,,,0,1,93.9476,48,1,2010-06-14
547,5400,4.2203,4.59993,6.18828,,0,1,49.6696,1400,3,2014-12-30
548,1600,4.41055,14.8582,,,0,1,40.2511,1220,4,2014-12-24
549,2000,1.62595,16.3782,,,0,1,61.1817,713,5,2011-04-30
550,5900,1.78517,,,,0,1,85.5035,624,3,2015-06-25
551,3900,4.24256,28.09,,6.61117,0,1,10.5307,400,1,2018-01-12
552,4700,2.45464,4.45818,,,0,1,27.0327,728,2,2011-05-17
553,4800,,29.8675,,,0,1,23.9636,1514,4,2014-05-04
554,3200,2.28083,6.91471,,,0,1,23.1791,960,3,2011-07-09
555,5000,5.39016,26.5383,,6.28882,0,1,89.4389,1518,1,2017-01-13
556,,2.83208,19.4446,7.18512,,1,1,88.5404,309,1,2016-09-29
557,5400,5.56807,27.9287,,7.4263,0,1,19.6362,1524,3,2016-01-03
558,5500,,16.637,,,0,1,65.394,1233,4,2018-10-20
559,2400,5.09594,,,,0,1,96.3801,615,2,2010-02-08
560,1600,,21.8928,8.57684,7.47416,0,1,11.1538,802,2,2015-03-24
561,4600,5.84867,9.09796,5.79111,,0,1,57.9529,390,5,2015-01-04
562,1000,5.34091,17.9735,,,0,1,17.1148,1210,4,2013-10-16
563,2400,,18.6656,,6.02995,0,1,33.3436,1348,3,2010-11-05
564,2700,2.32915,10.5822,,,0,1,67.0393,1478,4,2019-08-19
565,3400,1.7508,22.903,,7.51428,0,1,81.4776,1025,4,2016-09-22
566,1100,1.50814,6.35494,,,0,1,55.3044,704,4,2018-09-16
567,4800,1.96581,,4.17696,,0,1,22.0402,1539,2,2018-06-19
568,,4.71821,12.1633,,6.21081,0,1,11.4355,103,2,2011-07-02
569,3400,2.26385,12.8366,,,0,1,22.8843,511,4,2020-03-13
570,4200,,,,,0,1,91.6946,16,1,2016-06-23
571,4400,3.42863,,,,0,1,60.054,651,2,2014-03-29
572,1000,3.44584,22.0718,,6.78528,0,1,86.9445,758,5,2016-10-23
573,3600,2.72781,3.68128,7.36425,6.23222,0,1,85.6209,401,3,2018-02-25
574,4300,3.61152,,,,0,1,75.4356,1465,4,2014-05-09
575,2000,,18.6925,6.92183,,0,1,15.8184,568,1,2013-05-05
576,1200,2.87079,26.3556,,,0,1,81.8709,1332,3,2020-10-22
577,1700,5.4581,10.264,,6.06263,0,1,25.6208,159,4,2015-03-11
578,3600,1.983,29.3302,,7.99761,0,1,67.5611,1308,1,2020-11-17
579,3100,3.23926,29.1524,,,0,1,29.4786,1216,5,2014-01-24
580,4400,2.85462,15.0406,,,0,1,66.5394,917,5,2017-02-22
581,4200,1.27819,,,,0,1,54.4634,684,3,2018-02-12
582,3800,4.57482,13.8423,8.24242,,0,1,36.5981,933,4,2015-01-24
583,2100,2.15495,,7.11496,8.3722,0,1,76.4964,925,1,2016-04-24
584,1700,2.42808,9.70761,,6.16697,0,1,72.7628,1202,4,2012-04-15
585,2900,4.4678,2.63265,4.02867,8.58407,0,1,74.473,1034,4,2013-11-02
586,5500,2.48104,5.81663,4.8299,7.60581,0,1,58.2768,1557,1,2019-10-20
587,5000,1.95142,,,,0,1,84.6222,677,5,2015-01-06
588,4500,5.82814,24.9475,5.58043,,0,1,74.2213,1133,2,2013-07-09
589,3600,4.82704,,9.76311,,0,1,22.9937,326,3,2019-11-30
590,2400,2.10295,10.1428,,6.48604,0,1,25.5093,898,4,2017-03-08
591,3900,2.77117,11.6561,,8.05198,0,1,49.6498,1428,2,2015-02-23
592,2100,,5.16036,3.71939,,0,1,83.8318,545,1,2017-01-13
593,3200,3.19092,24.2813,4.51006,,0,1,26.7959,66,2,2014-04-04
594,2300,4.86814,28.7655,3.03465,,0,1,76.6226,1304,2,2018-08-31
595,3000,3.48058,8.49706,,,0,1,64.9602,585,3,2017-10-18
596,3300,4.09522,6.57749,8.77186,8.06952,0,1,29.4397,311,4,2013-01-02
597,4100,5.07294,1.83883,8.40613,,0,1,36.5392,979,1,2020-06-27
598,4400,5.22958,7.06993,,7.93967,0,1,42.3524,1150,4,2013-10-08
599,5200,4.31381,,6.27199,7.67192,0,1,20.9402,1292,4,2019-07-28
600,4200,3.87843,7.91153,7.07025,,0,1,88.0376,28,1,2019-06-15
601,3800,5.79525,25.3559,,6.21206,0,1,81.9074,106,4,2013-01-10
602,1200,4.85431,23.2254,,,0,1,48.2341,849,1,2013-07-01
603,,3.11603,5.69421,9.00084,7.16457,0,1,27.3668,1117,4,2015-10-28
604,1600,1.81956,2.08079,6.23335,,0,1,69.4871,698,3,2015-11-23
605,2000,4.70672,8.85369,,7.49148,0,1,35.4495,1396,4,2011-03-30
606,5000,5.2649,13.2685,,,0,1,23.5862,642,1,2011-03-22
607,1800,3.11888,24.3264,,6.02341,0,1,41.4118,327,3,2014-04-07
608,5300,2.43211,12.6754,4.0785,,0,1,48.5281,566,4,2021-01-11
609,1600,2.49248,11.6962,6.78009,,0,1,17.3607,1532,2,2019-03-22
610,1300,1.79903,,,,0,1,17.568,1307,2,2017-04-08
611,2100,4.75515,,3.09304,,0,1,72.9195,1574,1,2011-07-22
612,4700,2.32707,1.99798,8.5848,,0,1,52.0751,516,4,2016-03-02
613,2200,3.25956,3.23532,9.88582,6.44367,0,1,45.9155,1488,3,2014-09-26
614,3600,5.21538,10.4945,3.79864,8.62302,0,1,39.8406,1503,1,2014-01-01
615,5700,5.4262,1.91865,,,0,1,56.6905,119,3,2018-02-24
616,3300,5.11197,26.1657,,,0,1,31.3548,457,3,2020-12-27
617,4200,4.25726,20.0226,5.07979,,0,1,40.6184,1417,2,2018-07-10
618,5900,4.41312,18.8261,7.93612,6.45871,0,1,60.5808,299,3,2019-08-08
619,1500,3.66786,5.12798,,6.37762,0,1,92.5663,1614,1,2015-10-18
620,5000,,1.71509,,,0,1,33.2008,785,1,2017-12-19
621,1900,2.38087,21.8741,4.50655,,0,1,70.6822,1600,2,2013-09-11
622,5300,3.85987,13.696,,,0,1,47.8188,469,4,2014-12-12
623,2500,1.37772,10.737,,7.68697,0,1,88.4418,1468,3,2012-08-18
624,5600,1.92266,26.296,3.44724,6.68166,0,1,97.375,613,1,2013-01-06
625,2200,2.6811,11.8204,,7.70424,0,1,52.0448,1450,2,2011-05-02
626,1900,5.86285,26.9453,5.75542,,0,1,76.2222,107,2,2018-03-31
627,2600,2.94704,28.9552,5.13143,,0,1,70.1487,693,4,2012-07-22
628,5500,5.07293,,7.24765,,0,1,18.9983,260,1,2020-07-13
629,3700,4.56049,7.31743,,,0,1,20.4754,1608,1,2017-08-06
630,4700,5.96526,14.5052,9.88014,,0,1,86.3788,1296,3,2010-05-04
631,4400,4.63259,16.3009,,,0,1,55.3316,711,2,2010-04-27
632,4500,4.53858,,3.28196,,0,1,83.2685,590,1,2011-06-03
633,3600,3.64122,24.1374,5.82441,6.97219,0,1,56.6209,924,1,2011-04-24
634,,2.14428,27.8579,,8.57283,0,1,41.441,254,1,2015-08-28
635,3900,4.10457,,,,0,1,84.632,1476,2,2014-02-12
636,5900,3.44401,6.58583,4.29411,,0,1,16.2292,835,5,2014-08-15
637,2400,4.00032,11.9978,,,0,1,19.2313,1529,4,2020-04-13
638,4000,4.16216,16.0018,3.05052,,0,1,17.0093,227,4,2010-06-03
639,2300,3.75526,25.7697,,,0,1,47.3132,352,4,2011-01-18
640,1300,3.44822,23.3366,9.61383,,0,1,60.8868,372,1,2012-08-13
641,2600,,4.13024,,,0,1,26.865,1558,4,2015-07-16
642,2900,3.16318,5.56977,4.38923,,0,1,46.0942,1002,1,2015-01-10
643,2600,2.34892,28.2494,,,0,1,66.8606,83,4,2015-05-06
644,,1.04893,,,6.87517,0,1,15.4256,671,3,2012-08-23
645,3400,,21.2987,,,0,1,52.5898,748,2,2015-08-18
646,5900,5.45894,2.77203,,8.04239,1,1,97.5746,709,4,2020-01-09
647,2400,5.02911,19.5159,5.38167,,0,1,47.9163,1423,2,2012-04-19
648,3300,,27.0323,4.14594,,0,1,86.9552,1340,2,2010-04-03
649,5100,1.07188,20.9365,,7.61314,0,1,29.9321,1126,5,2010-07-07
650,2600,5.77588,4.81865,,,0,1,43.6054,129,3,2017-11-06
651,2300,,22.7122,,,0,1,88.8212,793,1,2015-07-11
652,,5.51161,29.6483,,8.01709,0,1,75.9584,1538,1,2010-11-21
653,5700,3.97554,,8.63414,,0,1,49.7861,871,3,2019-01-07
654,1000,5.44194,10.7374,,6.14715,0,1,87.7394,1355,3,2011-08-09
655,4300,4.36861,8.99465,,,0,1,27.3554,1,3,2015-10-05
656,1700,5.83797,5.25868,,,0,1,44.0886,1528,4,2019-02-15
657,2300,1.65982,,,,0,1,59.7924,73,4,2010-11-14
658,2600,,,,,0,1,29.9918,1640,2,2012-10-22
659,2100,2.56171,10.9395,,6.43821,0,1,27.4422,907,3,2014-07-25
660,2900,2.93294,,,,0,1,59.2274,867,2,2014-01-14
661,3600,1.01856,4.36908,,8.50824,0,1,53.4375,1217,2,2019-09-16
662,1000,5.41752,5.8624,,,0,1,32.4135,68,2,2014-10-10
663,1000,3.93165,9.96468,4.47057,,0,1,38.0526,1000,3,2013-06-07
664,4400,1.43493,23.3739,8.74966,7.92791,0,1,30.982,1283,2,2018-11-18
665,3400,1.95671,27.1746,,,0,1,62.2364,1395,1,2016-12-13
666,3900,2.75968,,,,0,1,89.6511,561,2,2010-02-19
667,3500,1.19197,29.0599,,,0,1,95.4542,592,4,2014-11-10
668,4600,4.55839,12.405,,,0,1,14.4745,150,3,2020-02-15
669,1800,,8.74895,7.58029,6.90842,0,1,55.2087,888,4,2020-12-04
670,3600,2.46685,3.12561,,,0,1,50.4613,285,2,2013-07-12
671,3300,3.85989,,6.63278,7.09917,0,1,22.1235,1178,5,2010-09-16
672,2900,,2.53627,5.58968,,0,1,33.6091,1333,3,2018-02-06
673,4800,3.26045,,,7.04205,0,1,23.2676,947,3,2018-07-21
674,2500,2.11394,28.7633,3.37377,,0,1,41.6795,1607,4,2013-03-06
675,3600,,,9.06382,6.68703,0,1,16.3358,1219,1,2012-06-06
676,1200,1.18278,9.02546,7.13545,8.9002,0,1,34.5881,1580,4,2019-09-17
677,5000,5.15499,18.5379,9.13167,,0,1,80.9582,1470,1,2020-08-24
678,4600,2.77137,13.8383,9.66764,,0,1,83.0162,1626,1,2021-01-10
679,3200,2.42589,25.4122,,,0,1,54.7852,866,4,2018-06-07
680,2700,1.94981,21.2375,,7.7589,0,1,54.4702,1643,4,2012-05-09
681,5700,,24.4926,9.95493,,0,1,38.3059,1449,2,2015-12-12
682,3300,1.502,6.1489,,,0,1,83.1935,1584,1,2012-04-20
683,4000,1.9649,3.82912,,,0,1,89.0661,1536,1,2020-01-07
684,2600,1.50468,,6.10662,,0,1,76.8701,1517,2,2020-10-15
685,4700,1.03195,16.8924,4.79675,,0,1,97.5575,1427,2,2015-11-09
686,3500,3.81094,,,,0,1,79.3732,1265,4,2020-06-21
687,4700,1.91878,14.2563,,6.67131,0,1,43.4824,719,4,2013-06-12
688,3100,2.89355,6.87857,,6.83954,0,1,68.8815,135,3,2020-09-30
689,3200,2.60922,10.4164,,,0,1,24.0856,1634,3,2020-12-08
690,2100,1.08697,20.1021,,8.28073,0,1,50.5434,1299,2,2016-01-14
691,5100,3.43544,24.1801,5.69807,6.29472,0,1,56.4369,762,4,2013-10-02
692,5900,2.09739,13.7047,,,0,1,89.2395,577,3,2017-06-22
693,2300,5.11855,,,,0,1,89.5671,1520,1,2016-11-25
694,1400,2.59665,,,8.87825,0,1,88.0859,486,2,2018-01-19
695,5000,4.79463,6.35951,,,0,1,17.4494,1491,2,2013-12-14
696,1700,3.87877,8.00173,,7.94538,0,1,94.4514,1089,1,2010-10-06
697,3700,2.0795,5.23309,5.59217,8.62665,0,1,18.0415,1642,2,2011-08-06
698,4700,5.21134,29.3069,,8.22089,0,1,45.8787,1637,1,2017-07-03
699,5800,4.08601,26.58,7.47843,8.4466,0,1,53.1892,726,3,2016-09-26
700,1600,4.02649,6.51056,,7.79733,0,1,62.9387,187,3,2015-06-30
701,,1.06867,12.0423,,,0,1,12.1204,1275,3,2015-03-01
702,,3.72723,14.198,6.12319,,0,1,43.4418,991,4,2013-03-21
703,4500,2.79854,24.4888,6.16263,,0,1,41.7465,480,3,2010-05-15
704,5800,1.68854,1.72343,,,0,1,79.4709,739,2,2018-01-10
705,1500,2.97121,3.03313,,,0,1,31.4819,1412,2,2017-02-21
706,3200,3.79054,22.6279,,,0,1,65.2121,501,3,2018-06-19
707,4500,4.58207,,9.17884,,0,1,62.6908,1255,4,2013-05-18
708,2200,,28.5952,9.52212,7.40289,0,1,18.1066,1592,2,2015-11-03
709,5200,2.59905,24.2767,,,0,1,81.4035,1392,1,2020-03-20
710,5700,2.76866,21.7252,,,0,1,92.7673,1145,4,2017-02-02
711,5500,4.95794,26.8208,,,0,1,63.1304,251,3,2019-07-09
712,5400,5.5931,26.1238,,,0,1,76.7762,967,2,2010-11-19
