lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity
1800,,8.74895,7.58029,6.90842,0,1
3600,2.46685,3.12561,,,0,1
3300,3.85989,,6.63278,7.09917,0,1
2900,,2.53627,5.58968,,0,1
4800,3.26045,,,7.04205,0,1
2500,2.11394,28.7633,3.37377,,0,1
3600,,,9.06382,6.68703,0,1
1200,1.18278,9.02546,7.13545,8.9002,0,1
5000,5.15499,18.5379,9.13167,,0,1
4600,2.77137,13.8383,9.66764,,0,1
3200,2.42589,25.4122,,,0,1
2700,1.94981,21.2375,,7.7589,0,1
5700,,24.4926,9.95493,,0,1
3300,1.502,6.1489,,,0,1
4000,1.9649,3.82912,,,0,1
2600,1.50468,,6.10662,,0,1
4700,1.03195,16.8924,4.79675,,0,1
3500,3.81094,,,,0,1
4700,1.91878,14.2563,,6.67131,0,1
3100,2.89355,6.87857,,6.83954,0,1
3200,2.60922,10.4164,,,0,1
2100,1.08697,20.1021,,8.28073,0,1
5100,3.43544,24.1801,5.69807,6.29472,0,1
5900,2.09739,13.7047,,,0,1
2300,5.11855,,,,0,1
1400,2.59665,,,8.87825,0,1
5000,4.79463,6.35951,,,0,1
1700,3.87877,8.00173,,7.94538,0,1
3700,2.0795,5.23309,5.59217,8.62665,0,1
4700,5.21134,29.3069,,8.22089,0,1
5800,4.08601,26.58,7.47843,8.4466,0,1
1600,4.02649,6.51056,,7.79733,0,1
,1.06867,12.0423,,,0,1
,3.72723,14.198,6.12319,,0,1
4500,2.79854,24.4888,6.16263,,0,1
5800,1.68854,1.72343,,,0,1
1500,2.97121,3.03313,,,0,1
3200,3.79054,22.6279,,,0,1
4500,4.58207,,9.17884,,0,1
2200,,28.5952,9.52212,7.40289,0,1
5200,2.59905,24.2767,,,0,1
5700,2.76866,21.7252,,,0,1
5500,4.95794,26.8208,,,0,1
5400,5.5931,26.1238,,,0,1
5800,1.35662,19.7625,4.38266,,0,1
4600,2.20417,4.0087,,7.03049,0,1
3800,4.01605,11.4904,9.82501,,0,1
5800,3.4188,9.49434,,6.40693,0,1
1600,5.33596,8.09822,,,0,1
,5.69492,9.4065,7.63168,,0,1
2500,2.05703,2.47466,6.47174,,0,1
1700,2.901,6.15568,,7.05556,0,1
3200,3.20762,5.58852,,,0,1
2000,,6.16553,4.62993,,0,1
5800,4.49874,18.3663,9.75268,,0,1
4800,2.0381,26.6832,5.94745,8.8332,0,1
5300,4.82571,27.4905,7.11202,8.09831,0,1
4900,1.86974,25.446,6.22146,,0,1
5300,5.32424,19.8626,,8.55056,0,1
5900,5.09458,29.1938,,7.35839,0,1
5300,5.43984,14.4699,,7.02542,0,1
5700,5.87021,23.7004,7.45641,,0,1
4800,5.06526,,,,0,1
4100,5.38169,5.40327,,,0,1
2200,1.03443,4.51586,,,0,1
3600,1.97144,3.81875,,8.79937,0,1
2900,2.06898,5.95627,7.61161,,0,1
2600,4.74488,23.2528,,,0,1
1100,2.35722,,,,0,1
4700,4.22258,26.9832,,8.29179,0,1
3700,4.70346,5.33992,3.85168,6.54168,0,1
4000,1.27635,19.3495,,,0,1
4100,4.53347,24.6887,,,0,1
1400,3.24141,19.2044,,,0,1
,,,9.93256,8.99267,0,1
5600,5.22887,2.86471,,,0,1
1600,5.31974,7.55374,8.14595,,0,1
1100,1.12489,9.5524,8.62247,,0,1
4800,3.65128,25.1671,,7.46895,0,1
3300,1.49387,17.4355,,,0,1
1600,3.07882,10.7548,,7.90483,1,1
3100,5.89322,20.6539,,7.6313,0,1
5500,,17.0934,,,0,1
2000,,13.6897,,,0,1
3800,2.1025,5.21036,,,0,1
1100,5.17785,28.2613,9.83514,8.43143,0,1
5600,5.45866,28.5952,,,0,1
4100,4.18385,3.75843,,,0,1
3100,1.02247,24.1512,5.30553,8.74401,0,1
4900,3.31034,,,8.30365,0,1
1400,1.8784,21.9915,,6.0654,0,1
5300,5.52775,1.34503,,,0,1
2500,,23.676,7.16586,,0,1
2900,5.03057,17.5148,9.4901,,0,1
4000,4.90152,26.9983,,,0,1
2300,,,7.56235,6.44943,0,1
1700,1.9288,6.27739,,,0,1
1000,2.3643,13.1706,5.44274,8.33638,0,1
2300,,23.4341,,6.54348,0,1
5100,3.87663,,6.31179,6.86412,0,1
4500,4.3507,15.1253,,8.7874,0,1
3100,4.71187,1.57635,6.62375,,0,1
2700,3.53378,17.322,,,0,1
4300,3.38697,23.305,5.46379,,0,1
5800,,23.305,,,0,1
4500,4.92351,14.8062,,,0,0
2600,4.62166,10.7559,,,0,1
2500,,14.5072,,,0,1
5000,5.28764,5.15442,7.29272,,0,1
5200,3.45929,,6.77352,,0,1
2200,2.65883,18.7487,8.48522,,0,1
3400,5.19621,,,,0,1
4700,1.63251,,,,0,1
1000,5.41856,14.7178,3.12634,,0,1
4500,3.52356,13.2703,8.70194,,0,1
5100,5.65959,,,8.53808,0,1
2500,3.97875,4.29096,,,0,1
1500,5.179,28.0348,,8.40624,0,1
5600,1.91321,26.6131,5.57209,6.38693,0,1
1500,2.17443,,,,0,1
5900,1.37587,23.1992,6.49064,,0,1
,3.24543,,,,0,1
1700,5.20135,,,,0,1
3700,4.33733,10.2477,8.2266,7.82599,0,1
1300,1.69236,17.7357,,,0,1
3400,5.6066,5.79216,,,0,1
2200,2.19784,3.76916,6.20283,8.02681,0,1
3600,1.01196,16.504,,8.94618,0,1
5500,4.6611,10.2595,,,0,1
1000,1.19058,25.4391,4.62382,7.65428,0,1
3500,5.21713,6.80804,,,0,1
4700,3.32665,1.75742,,8.59579,0,1
4400,5.32106,9.66755,,,0,1
1500,3.77465,13.9648,7.25148,8.81581,0,1
2600,4.91206,22.9077,,6.6142,0,1
3600,1.65684,4.30724,4.64556,8.11666,0,1
4100,,17.8251,,,0,1
1200,4.89071,22.3512,,,0,1
3400,1.517,19.4113,4.11798,6.03128,0,1
2600,2.78596,7.03382,,,0,1
1800,3.73792,9.43057,,,0,1
4600,4.72776,22.4284,,,0,1
3100,2.87221,8.97605,,7.45268,0,1
2600,3.79117,8.84514,4.10855,,0,1
4500,3.43393,24.1305,,,0,1
4500,5.44367,17.4497,,,1,1
3800,5.98164,6.84767,5.00285,8.09472,0,1
1400,4.82615,7.33747,,7.81011,0,1
5000,4.76528,29.1825,,,0,1
2500,,1.05594,,,0,1
4800,3.49891,10.5125,,,0,1
3400,3.65075,14.8774,,,0,1
5800,3.89965,20.4882,,7.5486,0,1
5100,1.34875,20.8602,5.837,,1,1
1200,4.11736,23.9567,7.42632,8.68366,0,1
1300,3.72709,4.7319,,,0,1
2400,1.55293,1.47675,,,0,1
1600,5.11887,8.26714,,,0,1
5000,4.67528,,4.9518,,0,1
2500,1.01337,10.2625,3.91399,,0,1
1400,4.01951,1.48522,4.67526,,0,1
5700,3.92718,10.4014,5.05602,,0,1
5900,2.18913,7.93011,,8.6616,0,1
2800,,5.86577,,6.10082,0,1
5600,4.91155,6.13727,9.10325,,0,1
3400,5.96055,11.5139,6.17406,8.46711,0,1
,5.09706,22.5475,6.6508,6.12963,0,1
2700,4.24216,14.6375,7.07559,,0,1
5100,5.33219,1.84142,,,0,1
3100,5.87515,17.8482,5.75703,,0,1
5500,3.85785,11.2,,,0,1
2100,1.50651,17.3293,,,0,1
3400,2.86672,26.3975,,,0,1
2300,,25.3064,5.1729,6.84687,0,1
2900,1.76888,7.23646,8.95733,6.81178,0,1
5500,3.46174,24.8604,,7.3899,0,1
3700,,6.60633,,,0,1
5600,3.39304,18.6371,,,0,1
2300,4.17529,15.3541,6.67253,,0,1
5600,3.44667,16.1172,4.61649,,0,1
3800,4.50366,1.28601,7.07939,,0,1
4900,5.45425,28.9445,8.07087,7.24695,0,1
1400,2.76742,26.4317,,8.51395,0,1
4700,4.89367,17.3215,,,0,1
1400,1.71072,10.2036,,,0,1
3800,1.78045,15.9265,6.20125,8.88264,0,1
1800,3.43256,21.9306,,8.91725,0,1
2600,3.51305,,5.16789,8.3812,0,1
2000,2.01035,11.2693,9.17902,,0,1
5400,3.29093,,7.85641,,0,1
2600,,18.8073,,,0,1
4200,4.86838,20.0081,4.26747,,0,1
1400,5.20928,,5.82111,,0,1
2600,2.59397,19.1758,,,0,1
3500,,3.83049,,7.3479,0,1
2500,3.22172,10.5579,,8.06651,0,1
2700,5.79319,13.0887,8.41007,,0,1
4000,2.98156,18.9261,,,0,1
5300,4.87734,26.6324,,,0,1
1000,3.49749,2.50045,,6.48701,0,1
4500,4.85878,17.5627,3.64937,8.54281,0,1
1800,2.54879,3.83878,3.96577,,0,1
2900,5.81621,27.3312,,7.26816,0,1
2600,2.91166,2.58297,,6.29512,0,1
3100,4.69412,,,8.69207,0,1
2300,5.19177,,,,0,1
2400,1.11148,3.81223,,,0,1
2800,1.10648,6.00625,,,0,1
2300,,19.4893,9.38501,,0,1
5600,1.9683,,,8.16363,0,1
2000,4.25877,18.9825,,,0,1
2500,1.63219,,7.64885,,0,1
,2.88187,,,8.5324,0,1
1900,1.43791,13.7266,8.30874,7.99861,0,1
3300,3.9557,14.115,3.89447,8.85319,0,1
1200,5.94207,19.571,6.97691,,0,1
4900,1.28043,,,6.63751,0,1
1800,3.04927,14.2517,,6.94589,0,1
5700,5.66461,,8.71715,,0,1
3700,2.90786,25.9998,4.19698,,0,1
5000,2.1197,18.3504,5.16301,6.17686,0,1
1500,3.30879,16.0948,6.6531,6.85475,0,1
1300,3.14673,16.1227,3.13604,,0,1
2000,4.75657,22.15,,,0,1
1700,2.39851,9.97653,,,0,1
3800,4.95021,2.54073,,,0,1
4500,2.80613,13.9697,,,0,1
2300,5.37378,20.6086,3.49093,,0,1
4600,1.1229,25.6622,,,0,1
2500,4.28119,20.2107,,,0,1
4300,1.63613,19.5833,5.39781,8.78816,0,1
3000,1.71332,12.2783,4.9485,7.60002,0,1
3300,5.88517,25.8302,,6.97876,0,1
3400,,11.8333,,6.64929,0,1
2500,2.89154,28.6724,,,0,1
4500,5.96425,8.36949,3.40776,6.49354,0,1
2400,4.53427,,,,0,1
3900,2.6265,7.77139,,7.5168,0,1
3600,3.63045,14.3089,8.18947,,0,1
5800,2.592,7.38034,,,0,1
2000,,10.604,3.59946,,0,1
4800,1.76014,23.3599,4.83442,6.76577,0,1
5300,3.57565,19.0437,,,0,1
,4.78219,15.7983,6.05075,,0,1
3100,1.60424,18.0229,,8.67478,0,1
3600,5.81215,14.5342,,6.44266,0,1
1100,,27.4738,,,0,1
2900,5.17378,23.9382,5.94491,,0,1
1500,2.88085,7.94241,,,0,1
4000,5.12848,28.339,,,0,1
1700,2.85302,,,,0,1
5700,,26.477,,,0,1
4600,1.91268,2.81155,3.3992,,0,1
1800,,3.35959,,7.39701,0,1
3300,5.26721,27.0176,,8.65777,0,1
1400,2.31354,22.8075,7.53331,,0,1
5100,1.17246,2.65771,4.55407,,0,1
4500,1.12857,4.08101,4.58634,7.69121,0,1
1600,1.0737,17.7078,7.54443,7.59447,0,1
3500,3.75764,18.408,,,0,1
1100,1.1887,4.11212,9.18061,,1,1
5200,2.71204,17.3854,,7.99704,0,1
5600,3.79222,13.6627,,,0,1
2400,,11.8919,,,0,1
1300,4.41771,,,,0,1
3800,3.96145,21.9005,8.44431,,0,1
2400,2.88799,13.6281,8.95009,,0,1
3200,5.818,8.74787,4.92953,,0,1
5600,5.98858,,7.14645,,0,1
2100,2.8253,20.3047,,,0,1
4000,1.33217,7.98207,4.56953,,0,1
5100,3.54546,24.1729,,6.57904,0,1
1100,1.74703,20.8169,4.60521,,0,1
5900,5.99033,11.613,,8.51286,0,1
3800,1.47366,6.95521,6.54173,6.06355,0,1
5300,5.42143,29.8061,,,0,1
5000,4.31558,,3.26462,,0,1
1900,3.64997,13.1907,,7.73703,0,1
4600,1.45727,4.64765,,,0,1
5000,4.90448,,3.70948,,0,1
2500,5.3322,3.63989,,6.21459,0,1
4000,3.33751,29.3067,5.67101,7.46791,0,1
5200,2.70455,1.29652,,7.54769,0,1
1300,3.33459,28.0998,,7.62965,0,1
3300,5.58279,8.61575,,,0,1
4500,,12.5028,,,0,1
2400,5.51765,8.60249,,6.48847,0,1
5000,5.82173,7.0273,4.4544,,0,1
2800,5.95311,22.2696,7.86532,6.18451,0,1
2700,4.4611,,,,0,1
5300,1.85569,29.1852,5.75633,7.7996,0,1
5300,2.96765,18.3992,,,0,1
3000,1.46367,,,,0,1
5200,1.58474,17.2237,,,0,1
3500,5.81146,15.2607,,,0,1
3200,5.1339,4.02267,3.09869,8.11804,1,0
4300,5.77555,10.1756,,,0,1
5100,2.82223,25.5914,7.03988,8.38497,0,1
2800,4.83428,20.6617,,,0,1
2800,5.21275,19.3634,,,0,1
1400,,11.1968,3.97591,,0,1
,4.63055,19.995,6.79432,,0,1
3100,4.87215,26.9413,3.01942,,0,1
,3.75766,12.4681,,,0,1
2200,4.79361,27.1432,4.48045,,0,1
1500,,3.17025,,,0,1
2900,4.77894,10.275,6.58845,,0,1
4900,5.47998,24.2295,,,0,1
2100,2.62833,20.4917,5.67306,6.15126,0,1
1900,2.13383,29.7653,,6.66299,0,1
4300,5.13815,17.1255,,6.24763,0,1
3800,2.37937,17.7259,4.25276,,0,1
2800,2.49124,20.5218,4.76013,,1,1
5900,1.95163,3.00544,3.98955,,0,1
5300,4.66357,20.1689,7.25694,,0,1
5800,5.71519,23.3699,9.43305,,0,1
4600,2.2241,20.1676,9.77036,7.8296,0,1
4400,1.7415,3.351,5.46516,,0,1
3300,1.42013,3.78449,3.25017,,0,1
4300,4.48415,19.608,6.43246,8.18374,0,1
5800,5.37745,10.7922,7.83094,,0,1
,4.20943,21.6094,6.0625,,0,1
1300,4.90006,,,,0,1
5300,4.13973,9.78288,,6.67,0,1
1500,2.93488,,,,0,1
5500,2.3569,7.6354,3.76431,,0,1
5500,5.13288,19.6222,,8.95702,0,1
2900,5.85765,22.7153,,,0,1
3000,5.8685,,4.71386,7.60173,0,1
2400,2.96071,25.2289,8.5326,,0,1
3100,1.93556,21.5241,9.76706,8.64693,0,1
3400,1.85643,,,,0,1
2800,1.69811,,9.26745,7.53519,0,0
3300,3.59921,6.044,8.01657,,0,1
5600,5.48129,4.9594,,,0,1
2300,,14.9973,5.08357,8.23334,1,1
2000,4.43723,,,,1,1
3700,2.82672,25.2256,,,0,1
5800,1.03232,20.9514,8.53083,,0,1
1100,2.57455,17.5918,6.9492,8.42371,0,1
5900,4.5439,19.6093,5.13319,6.8644,0,1
5300,3.92561,23.1957,4.23901,6.58213,0,1
1300,3.85461,7.70631,7.73675,,0,1
3300,3.95446,21.1718,,,0,1
4700,4.38382,3.16353,,8.39173,0,1
1600,,28.1263,,,0,1
1100,,18.8248,,6.04435,0,1
5500,1.68358,14.3862,6.73507,7.14581,0,1
5400,4.57374,22.0111,5.73414,,0,1
4300,2.96985,8.83717,9.07809,,0,1
5500,5.90406,19.9018,,,0,1
3300,4.30408,5.54369,,,0,1
2500,1.74848,9.66345,5.95206,,0,1
2800,5.36064,,,,0,1
1400,5.06997,16.3937,8.90504,,0,1
5700,4.71377,27.0548,,7.61039,0,1
5100,2.2914,21.8908,,7.6039,0,1
3600,3.44477,13.8551,,,0,1
2100,1.62486,7.82462,,7.0976,0,1
,1.31269,22.8069,9.42329,6.16659,0,1
2800,1.49082,,,,0,1
2000,2.93727,2.05371,,,0,1
4100,2.40076,9.57117,,,0,1
3500,5.66073,19.5874,3.73899,7.95336,0,1
2200,4.9213,11.2121,4.53465,,0,1
1900,5.61148,,,,0,1
5400,5.66762,20.306,3.1059,8.48575,0,1
2800,,,3.95598,8.78964,0,1
2300,1.19827,22.8458,6.50755,,0,1
2400,4.28172,5.42791,7.19156,7.90048,0,1
1600,1.68126,,7.18996,6.73131,0,1
1600,4.89204,7.94137,,,0,1
2100,2.47034,18.7509,3.93999,,1,1
4200,1.22634,19.1855,,,0,1
5900,3.88847,16.5323,,7.70895,0,1
4200,2.19178,15.768,,,0,1
1600,5.16695,,9.8895,,0,1
1700,2.87623,,5.13648,,0,1
5800,1.55854,,,,0,1
5400,2.52284,21.9,4.83485,,0,1
5700,1.25497,26.7746,,,0,1
2900,1.51623,,,,0,1
4000,3.45614,3.92996,4.07658,8.30707,0,1
3400,4.36114,13.3961,,,0,1
3900,5.38704,26.9732,3.01445,,0,1
5100,5.22882,16.6636,,,0,1
2900,2.55357,28.9958,,7.15851,0,1
1700,5.12001,1.18747,7.27702,,0,1
,3.60007,5.65822,,,0,1
4700,2.86559,1.78315,7.84007,7.11155,0,1
4500,3.14266,,,,0,1
2300,5.40671,26.406,8.3919,,0,1
4200,1.15443,29.5983,,6.79425,0,1
4900,4.85644,1.94571,7.10101,,0,1
5200,4.12454,17.7336,,7.84969,0,1
2400,2.3359,15.0785,,7.3755,0,1
5400,4.09505,14.0518,4.04247,8.13183,0,1
3900,1.17379,9.83514,,6.61451,0,1
3300,4.88318,,4.56609,,0,1
2100,5.00431,24.4693,,,0,1
5100,4.24313,14.1532,,8.01178,0,1
3300,4.28684,21.1043,,,0,1
4900,4.18555,8.17267,,6.19503,0,1
1400,3.40186,3.41869,7.27281,8.56741,0,1
1100,3.89248,19.8977,4.70846,6.47403,1,1
3400,4.07782,9.02064,,7.02121,0,1
1200,4.43372,1.02192,,,0,1
1200,,12.9836,8.77775,,0,1
1500,4.07774,17.4004,,,0,1
1000,3.86001,,,,0,1
2700,4.16887,28.326,,,0,1
2300,5.90302,27.7356,7.93585,,0,1
1100,2.83754,21.1849,5.94962,,0,1
5400,1.73286,1.07396,,7.63745,0,1
4200,1.92193,,,,0,1
2600,,,,,0,1
3500,1.36989,25.2007,9.63925,,0,1
4500,5.79646,6.47874,3.53987,6.3953,0,1
1000,,23.0691,3.01374,,0,1
3700,4.03468,28.0018,,,0,1
,4.57613,8.76912,7.02337,,1,1
,3.01371,6.73349,,,0,1
,1.4319,3.99763,7.25448,,0,1
1200,3.36773,1.08159,4.5228,,0,1
,1.49147,6.22717,,6.93211,0,1
5600,3.06755,14.8593,3.35495,6.97768,0,1
4900,4.33267,7.63715,,,0,1
2600,2.13906,18.1486,,,0,1
2100,2.27455,1.27056,6.8183,6.83021,0,1
5000,4.73761,13.1652,6.56012,,0,1
2200,3.61391,19.9891,,8.31333,0,1
5100,3.1018,,3.82688,8.35018,0,1
5200,,,,,0,1
1600,2.55257,,,6.88578,0,1
5600,4.09673,,,,0,1
4700,4.99316,,5.69347,,0,1
4800,3.99305,10.2664,,,0,1
1500,2.55423,3.57235,6.29629,,0,1
3400,4.27972,8.7673,,8.15595,0,1
2100,2.96812,,,,0,1
5300,3.33068,21.3761,5.95661,,0,1
5100,,,,,0,1
5500,1.05428,28.1062,9.80833,7.5853,0,1
4200,1.46866,24.2816,,,0,1
,2.30923,6.03228,8.2063,,0,1
4300,1.79511,25.428,4.34104,8.34266,0,1
1500,4.47582,8.59537,5.5771,7.57412,0,1
2200,2.26,,8.32746,,0,1
2200,5.4312,19.4813,,,0,1
,2.96257,7.87692,8.12707,,0,1
4600,1.30512,24.9093,,6.1957,0,1
4800,,13.3742,9.94709,7.02044,0,1
5900,4.67385,14.9896,,,0,1
4400,5.2325,29.2633,,,0,1
3100,4.48654,1.66985,,8.21838,0,1
5800,4.32808,3.45185,,,0,1
5800,4.30122,14.4733,,,0,1
1800,,1.70919,,,0,1
5700,5.51892,2.20524,,7.1979,0,1
1000,4.16008,24.1196,6.69598,7.17724,0,1
2600,4.45127,8.87658,,,0,1
2300,2.63658,19.7317,,6.45799,0,1
3900,3.75166,7.30943,5.87263,8.92912,0,1
5600,2.21929,8.31833,,,0,1
3000,5.85288,,,7.45243,0,1
2400,2.26281,6.83751,,7.96105,0,1
3700,2.61793,24.3877,,,0,1
5700,5.34021,8.92605,5.11874,,0,1
5300,1.81981,7.24508,6.96199,,0,1
2900,1.97594,,9.89669,6.64995,0,1
3400,2.30744,1.53551,,6.44323,0,1
4700,1.07214,15.2701,8.34317,,0,1
4800,1.90986,19.6271,,,0,1
2800,4.84449,25.8555,,,0,1
1200,5.17863,11.0328,8.63313,,0,1
,3.64221,3.71725,,7.53538,0,1
4600,4.40177,14.828,8.03562,6.74094,0,1
1200,3.46577,20.5587,,,0,1
5000,3.9804,7.35953,4.38597,,0,1
3200,4.10748,23.0787,4.63223,,0,1
2900,1.70448,,,,0,1
1100,5.6368,6.79239,,,0,1
5400,4.89191,20.1685,7.71483,,0,1
,5.23147,11.0508,4.96124,,0,1
5400,,,,,0,1
2000,3.63635,,,,0,1
5400,2.3701,15.4738,6.5988,,0,1
1500,1.83394,9.52059,7.15628,,0,1
3200,3.6007,1.89221,4.31673,6.38365,0,1
3700,5.5051,11.8242,,,0,1
1500,5.12736,20.6234,,,0,1
4700,4.77372,16.092,,,0,1
3000,4.25136,6.96392,,,0,1
3200,4.57781,14.1894,5.96768,7.0482,0,1
3700,1.83308,5.18531,,7.73258,0,1
2200,5.54178,4.67531,,8.96762,0,1
5800,5.91764,29.5614,,6.37995,0,1
2500,1.52806,11.9599,,,0,1
1300,1.74883,25.8695,,,0,1
5300,3.47781,,7.17781,,0,1
3100,4.79147,2.38979,,,0,1
5200,,13.8406,3.16659,,0,1
3200,,2.45787,,8.84932,0,1
5700,4.85072,14.0578,6.68551,7.5784,0,1
1000,2.96902,,8.3667,,0,1
1800,,22.2687,4.78153,,0,1
4200,5.9753,29.8939,,,0,1
5900,3.49988,27.1062,8.01655,,0,1
3400,5.95255,19.1829,,,0,1
2000,5.35906,8.05986,,,0,1
4600,2.05271,5.2112,,7.13636,0,1
1000,2.46063,18.2498,,,0,1
1900,5.49522,29.0539,7.51646,,0,1
2100,2.59029,3.34136,9.18756,6.58269,0,1
1400,1.08478,12.2724,4.58356,,0,1
3100,1.86231,,4.54377,,0,1
3100,1.32082,15.4353,5.43529,,0,1
1800,2.41144,11.1112,,,0,1
4500,3.45559,26.0923,7.29268,,0,1
2300,4.81448,,5.83617,,0,1
1700,3.74468,21.3947,,,0,1
1300,4.52018,24.9168,3.22505,8.46015,0,1
4400,4.58294,12.0368,,8.77129,0,1
3500,4.48278,14.0688,,,0,1
5300,1.42887,23.4028,,7.02126,0,1
1600,5.01724,11.2112,4.69571,7.50807,0,1
1700,5.83511,6.41722,6.381,,0,1
4800,2.69245,26.4942,3.65069,,0,1
1800,3.20222,16.2141,,,0,1
1500,4.05609,9.29574,,7.95944,0,1
5600,2.49433,2.96213,7.98875,8.58715,0,1
4700,1.07678,23.0557,,,0,1
4900,5.30271,26.3502,9.25363,,0,1
3500,5.26099,11.5947,,,0,1
1000,3.11415,20.0657,,7.38112,0,1
2900,3.65294,14.8955,,,0,1
2900,5.98797,,,,0,1
5900,5.18893,15.1633,,,0,1
4600,5.25675,2.32747,,6.82317,0,1
,,,6.76662,6.15111,0,1
3500,4.73546,1.9874,8.42113,8.5732,0,1
3700,5.6615,19.1008,,,0,1
2600,2.39202,23.3018,,,0,1
3800,5.27892,,,7.76889,0,1
1600,,1.80995,6.05175,,0,1
3300,4.2773,6.89853,,8.22013,0,1
4700,1.31739,23.0622,7.12669,7.654,0,1
2600,,21.8679,,,0,1
2400,5.37332,8.4139,8.91131,,0,1
1300,4.10548,5.30939,,6.35506,0,1
4600,3.91481,13.6424,,,0,1
1800,5.04259,12.7703,,8.91344,0,1
3700,3.91142,,5.88967,,0,1
,3.93054,18.2821,,8.41661,0,1
1000,,4.81962,,,0,1
2000,3.16637,21.5287,,,0,1
5600,4.37749,4.07821,5.31933,,0,1
2500,1.7273,,,6.83454,0,1
2500,3.17296,9.09299,,8.73704,0,1
1200,3.00788,13.2807,5.43233,,0,1
2000,3.16589,5.64458,4.92789,,0,1
2800,4.99503,,6.11205,,0,1
5700,4.36261,29.9232,,8.63829,0,1
1600,5.83349,,,8.0216,0,1
2500,3.13391,12.8007,,,0,1
4600,4.28284,8.98697,,,0,1
4400,1.29766,3.62945,,,0,1
5200,2.89647,,,,0,1
5800,3.86473,26.0406,,,0,1
3600,,17.5636,,,0,1
1600,1.97593,7.05466,3.73223,8.06016,0,1
,3.15791,21.5981,9.69749,,0,1
4300,1.23423,25.1441,8.80032,,0,1
3000,5.47614,26.1272,8.4916,,1,1
5800,3.43184,11.7097,5.23863,6.98749,0,1
1200,1.87434,23.6165,,8.95208,0,1
3800,2.13189,28.1841,,,0,1
3100,3.15469,15.1583,7.16323,8.39673,0,1
1000,4.72013,,,,0,1
1800,5.15298,18.1781,,6.23673,0,1
4200,2.35265,10.9449,5.41051,6.44656,0,1
5800,5.24126,14.4479,,7.26512,0,1
2500,,,4.64195,6.61761,0,1
3700,1.30564,22.0104,,,0,1
3400,,3.79056,9.76036,,0,1
4900,4.16539,20.5847,,,0,1
3400,2.05555,19.0183,,,0,1
5400,1.91176,18.9746,,,0,1
1700,2.92029,22.2009,,,0,1
3800,3.64987,15.9889,,,0,1
2800,5.2908,6.90177,,6.91816,0,1
5200,1.12555,,,,0,1
3000,5.32796,22.7748,8.16557,,0,1
1700,2.69929,14.7238,,,0,1
1500,4.57541,27.932,8.67943,,0,1
2800,3.08802,5.47611,8.35617,,0,1
1000,1.10627,11.4335,5.93118,,0,1
1300,,19.9775,,,0,1
4300,1.48705,18.2572,,7.77601,0,1
2000,1.99294,28.3141,,,0,1
5700,1.82632,15.4211,5.37843,7.73598,0,1
4400,5.42327,14.9724,,,0,1
1100,2.60155,,,,0,1
4900,2.37866,3.36257,,,0,1
5000,2.09436,23.3405,8.35291,,0,1
1400,3.38245,28.358,5.90788,6.76426,0,1
4200,1.41257,23.0601,4.34045,,0,1
3800,5.34145,6.73814,,6.43776,0,1
2600,3.2154,24.7553,5.19946,,0,1
2200,3.87125,15.3004,4.16092,,0,1
3600,4.43867,27.9181,,,0,1
4900,2.61075,25.7407,9.93651,8.613,0,1
1900,3.03708,26.7042,4.33383,,0,1
5500,2.79864,11.6929,,,0,1
2600,,15.4583,4.31055,7.56029,0,1
4700,1.01168,27.612,8.61005,8.44709,0,1
3300,5.65736,,,,0,1
5600,,1.10402,,,0,1
2500,2.57432,23.8747,,,0,0
1400,1.82031,8.08081,,6.17664,0,1
3100,3.76662,12.0678,,,0,1
5000,2.86025,6.30242,,8.66917,0,1
3800,1.82964,22.696,,,0,1
2800,3.30706,16.6263,,,0,1
3300,4.92173,11.9486,7.90265,,0,1
1100,1.21362,20.5998,,,0,1
1900,,22.998,7.5501,7.49855,0,1
4200,1.63298,26.7277,,,0,1
1600,2.00686,4.26581,7.54654,6.34196,0,1
2100,2.77092,3.83978,4.12606,,0,1
2100,4.53677,9.12267,,,0,1
4100,5.27664,17.122,6.0399,6.0713,0,1
2300,4.5825,14.7106,7.7742,,0,1
5300,,7.14974,5.47703,,0,1
2800,4.1462,23.4524,9.4622,7.13788,0,1
3600,5.36987,25.3024,,,0,1
3700,2.94479,13.763,5.58422,6.49884,0,1
5200,5.8814,1.18599,,,0,1
4500,1.30557,15.8155,,,0,1
3300,3.73142,17.6044,5.58856,,0,1
,3.11858,16.0899,,,0,1
4900,3.77432,,,,0,1
5900,1.25829,28.9503,6.07551,,0,1
3500,2.85881,27.0524,,6.87002,0,1
4500,5.89308,25.8294,3.85133,,0,1
4600,4.82394,4.71785,4.84628,,0,1
3500,4.84015,,,,0,1
2900,,21.0564,,,0,1
2200,4.0405,26.4603,,8.76648,0,1
3700,4.48162,,,7.52082,0,1
4100,2.03912,19.2847,6.63497,,0,0
5900,3.25373,25.2088,8.80108,,0,1
3700,4.32691,,,,0,1
4400,5.31628,8.31655,3.59754,7.72965,0,1
4300,3.04194,17.1119,,6.69315,0,1
,3.00109,,,,0,1
1400,2.26771,,,,0,1
3500,3.33966,27.828,,,0,1
2900,,11.6014,,7.81913,0,1
3200,4.6268,4.35265,,6.55101,0,1
2600,1.1633,8.90967,6.06182,,0,1
4800,4.51926,12.9548,,,0,1
4300,,,,,0,1
